customer_id,plan,region,contract_type,tenure_months,monthly_spend,support_tickets,logins_last_30d,churned
1121,Pro,West,Monthly,34,33.64,3,16,0
1122,Basic,South,Monthly,50,,4,12,0
1123,Pro,West,Monthly,56,112.87,1,21,0
1124,Basic,North,Monthly,4,96.51,2,18,0
1125,Basic,South,Monthly,18,40.73,1,16,0
1126,Pro,North,Annual,29,98.32,2,14,0
1127,Basic,North,Monthly,6,15.87,2,11,0
1128,Pro,North,Monthly,53,73.32,0,13,0
1129,Pro,North,Monthly,7,114.14,3,14,0
1130,Enterprise,North,Monthly,40,80.55,2,12,0
1131,Enterprise,South,Monthly,55,65.03,0,18,0
1132,Basic,North,Monthly,41,106.68,2,13,0
1133,Basic,North,Monthly,46,109.24,3,8,1
1134,Pro,West,Annual,16,119.3,1,10,1
1135,Enterprise,North,Monthly,49,106.23,2,12,0
1136,Basic,North,Monthly,25,112.44,1,14,1
1137,Basic,North,Annual,4,101.99,0,5,0
1138,Basic,North,Monthly,22,87.97,1,14,0
1139,Basic,East,Annual,21,82.69,0,9,0
1140,Pro,West,Monthly,31,72.88,3,6,0
1141,Basic,East,Monthly,16,43.63,2,7,0
1142,Pro,East,Monthly,28,51.34,0,11,0
1143,Pro,North,Monthly,26,71.54,0,8,0
1144,Pro,West,Annual,20,87.24,1,7,1
1145,Basic,North,Monthly,42,123.22,2,14,0
1146,Basic,East,Annual,19,78.75,1,9,0
1147,Pro,South,Annual,46,110.1,0,10,0
1148,Pro,West,Annual,15,112.38,3,15,0
1149,Basic,South,Annual,52,73.06,0,14,0
1150,Pro,East,Monthly,22,97.84,1,18,0
1151,Basic,South,Monthly,3,72.69,2,12,1
1152,Pro,East,Annual,9,119.66,3,8,0
1153,Basic,West,Monthly,48,99.08,0,14,1
1154,Basic,East,Monthly,52,44.29,0,12,0
1155,Basic,South,Monthly,13,84.85,1,14,0
1156,Basic,South,Monthly,36,129.44,0,12,0
1157,Basic,East,Annual,34,74.56,1,19,0
1158,Basic,South,Monthly,8,93.43,0,13,1
1159,Basic,North,Monthly,27,96.38,2,13,0
1160,Pro,South,Annual,41,48.9,1,8,1
1161,Basic,North,Monthly,58,95.32,3,15,0
1162,Pro,North,Annual,51,38.18,2,9,0
1163,Pro,South,Monthly,6,61.23,0,9,0
1164,Basic,West,Monthly,15,112.27,2,13,0
1165,Basic,West,Monthly,26,90.7,2,13,0
1166,Pro,South,Monthly,9,70.87,1,13,0
1167,Pro,South,Monthly,34,93.39,3,14,1
1168,Basic,,Monthly,1,78.2,2,17,0
1169,Pro,West,Monthly,7,80.38,2,16,1
1170,Basic,North,Monthly,3,99.7,2,11,0
1171,Basic,West,Monthly,18,58.18,4,8,1
1172,Pro,West,Monthly,45,81.21,2,8,0
1173,Basic,East,Annual,11,70.63,0,11,0
1174,Pro,South,Annual,59,32.43,2,18,0
1175,Basic,West,Annual,16,52.39,2,10,0
1176,Pro,East,Monthly,3,127.05,4,6,0
1177,Basic,East,Monthly,20,91.54,1,18,0
1178,Basic,West,Monthly,45,40.29,2,11,1
1179,Basic,West,Annual,7,,1,13,1
1180,Basic,,Annual,5,76.64,1,11,1
1181,Pro,West,Monthly,51,,1,13,1
1182,Basic,West,Monthly,35,74.4,1,20,1
1183,Basic,North,Annual,21,119.21,2,8,1
1184,Basic,,Monthly,45,90.56,2,6,0
1185,Basic,West,Monthly,50,94.14,1,11,0
1186,Pro,North,Monthly,22,39.93,3,15,0
1187,Basic,South,Annual,34,108.13,0,12,0
1188,Enterprise,East,Monthly,1,69.95,1,12,0
1189,Basic,East,Monthly,19,105.89,3,8,0
1190,Pro,West,Monthly,36,55.57,2,5,0
1191,Basic,North,Monthly,12,85.31,0,10,0
1192,Basic,South,Annual,59,90.56,0,15,0
1193,Pro,West,Annual,58,75.38,2,16,0
1194,Enterprise,East,Monthly,16,92.14,0,9,0
1195,Pro,North,Monthly,24,72.01,1,16,1
1196,Basic,South,Annual,12,60.53,2,12,1
1197,Basic,South,Annual,30,128.16,0,13,0
1198,Pro,East,Monthly,8,111.47,1,9,1
1199,Basic,South,Monthly,24,57.17,0,10,0
1200,Pro,East,Monthly,33,97.05,2,6,1
