order_date,category,channel,units_sold,unit_price,discount_pct,marketing_spend,revenue
2024-04-13,Toys,Retail,375,22.25,5,680.95,9462.06
2023-02-24,Toys,Retail,419,39.48,0,527.45,19452.09
2023-07-14,Electronics,Online,369,23.44,5,425.89,7975.5
2023-04-30,Home,Online,191,31.08,10,207.21,5931.8
2024-02-21,Apparel,Online,328,7.38,5,673.48,2709.28
2024-05-20,Electronics,Retail,43,21.48,20,737.23,1118.39
2023-04-28,Grocery,Online,210,16.54,0,364.18,4606.01
2023-09-07,Toys,Retail,273,49.76,0,347.48,12379.37
2023-10-15,Electronics,Online,23,18.33,5,748.21,918.54
2024-02-19,Grocery,Retail,17,25.73,0,371.63,933.34
2023-07-31,Electronics,Retail,402,26.27,10,855.81,9495.83
2023-11-10,Toys,Retail,117,9.11,10,478.19,873.19
2023-10-30,Electronics,Retail,71,19.74,0,422.69,2220.62
2023-01-07,Home,Online,300,29.05,15,509.02,8360.87
2023-12-08,Electronics,Online,147,25.86,0,422.67,4023.85
2023-12-07,Home,Retail,489,3.0,10,725.24,1563.48
2024-08-17,Home,Online,473,19.33,0,677.16,8619.32
2023-11-03,Home,Retail,413,35.21,10,717.62,11799.84
2024-06-23,Toys,Retail,157,30.88,0,536.9,5402.07
2023-07-29,Toys,Wholesale,438,37.18,15,408.73,13320.04
2024-02-22,Apparel,Online,135,15.14,15,498.19,2239.55
2024-06-25,Toys,Retail,127,37.81,5,414.86,4523.45
2023-04-03,Home,Online,486,24.56,5,793.32,14313.81
2023-12-07,Electronics,Wholesale,340,40.92,5,700.45,13045.51
2024-07-05,Grocery,Retail,52,25.03,5,481.7,1744.87
2023-11-30,Grocery,Retail,444,4.53,5,314.71,1889.04
2024-06-19,Apparel,Retail,88,33.49,5,808.17,3061.12
2023-09-09,Home,Online,343,20.56,15,527.34,5555.28
2024-06-16,Home,Retail,224,21.24,5,473.97,4970.86
2024-01-13,Electronics,Retail,18,10.47,0,809.93,1055.53
2023-10-15,Apparel,Online,395,41.22,15,398.01,12414.35
2023-05-09,Home,Wholesale,346,19.79,0,436.21,8244.52
2023-04-13,Apparel,Wholesale,443,40.75,0,453.85,21365.1
